nom,dateOfBirth,placeOfBirthLabel,dateOfDeath,placeOfDeathLabel,positions
Guillaume Budé,1467-02-04T00:00:00Z,Paris,1540-09-02T00:00:00Z,Paris,"prévôt des marchands de Paris, Maître de la Librairie du Roi"
François II de Rohan,1480-01-01T00:00:00Z,,1536-10-23T00:00:00Z,Paris,archevêque catholique
Armand Jean du Plessis de Richelieu,1585-09-09T00:00:00Z,Paris,1642-12-04T00:00:00Z,Paris,"cardinal, évêque catholique, évêque diocésain, Secrétaire d'État des Affaires étrangères, gouverneur de Bretagne"
Louis XIII,1601-09-27T00:00:00Z,Fontainebleau,1643-05-14T00:00:00Z,Saint-Germain-en-Laye,roi de France et de Navarre
Nicolas Fouquet,1615-01-27T00:00:00Z,Paris,1680-03-23T00:00:00Z,Pignerol,"Surintendant des finances, Intendant de la généralité de Paris, Procureur général au Parlement de Paris, Intendant de la généralité de Grenoble"
Charles Le Brun,1619-02-24T00:00:00Z,Paris,1690-02-12T00:00:00Z,Paris,Premier peintre du Roi
Molière,1622-01-15T00:00:00Z,Paris,1673-02-17T00:00:00Z,Paris,
Marquise de Sévigné,1626-02-05T00:00:00Z,Paris,1696-04-17T00:00:00Z,Grignan,
Charles Perrault,1628-01-12T00:00:00Z,Paris,1703-05-16T00:00:00Z,Paris,fauteuil 23 de l'Académie française
François de Nesmond,1629-08-31T00:00:00Z,Paris,1715-06-16T00:00:00Z,Bayeux,"évêque catholique, évêque diocésain"
Madame de La Fayette,1634-03-16T00:00:00Z,Paris,1693-05-25T00:00:00Z,Paris,
Nicolas Boileau,1636-11-01T00:00:00Z,Paris,1711-03-13T00:00:00Z,Paris,fauteuil 1 de l'Académie française
François Michel Le Tellier de Louvois,1641-01-18T00:00:00Z,Paris,1691-07-16T00:00:00Z,Versailles,"Département de la Maison du roi, ministre de la Guerre"
Louis XIV,1638-09-05T00:00:00Z,château de Saint-Germain-en-Laye,1715-09-01T00:00:00Z,château de Versailles,roi de France et de Navarre
Marc Aurèle,0121-04-25T00:00:00Z,Rome,0180-03-16T00:00:00Z,Vindobona,"empereur romain, sénateur romain, consul de l'Empire romain"
Jean de La Bruyère,1645-08-16T00:00:00Z,Paris,1696-05-10T00:00:00Z,Versailles,"Trésorier général de France, fauteuil 36 de l'Académie française"
Jules Hardouin-Mansart,1646-04-16T00:00:00Z,Paris,1708-05-11T00:00:00Z,Marly-le-Roi,Surintendant des Bâtiments
François Mansart,1598-01-13T00:00:00Z,Paris,1666-09-23T00:00:00Z,Paris,
François Couperin l'ancien,1631-01-01T00:00:00Z,Chaumes-en-Brie,1701-01-01T00:00:00Z,Paris,
Paul de Tarse,0005-01-01T00:00:00Z,Tarse,0067-01-01T00:00:00Z,Rome,apôtre
Simón Bolívar,1783-07-24T00:00:00Z,Caracas,1830-12-17T00:00:00Z,Santa Marta,"président, président de la Bolivie, président du Pérou, Président du Venezuela"
Voltaire,1694-11-21T00:00:00Z,Paris,1778-05-30T00:00:00Z,Paris,"historiographe de France, fauteuil 33 de l'Académie française"
Jean Le Rond d'Alembert,1717-11-16T00:00:00Z,Paris,1783-10-29T00:00:00Z,Paris,"secrétaire perpétuel, fauteuil 25 de l'Académie française"
Madame de Pompadour,1721-12-29T00:00:00Z,Paris,1764-04-15T00:00:00Z,Versailles,Favori
Louis XVI,1754-08-23T00:00:00Z,château de Versailles,1793-01-21T00:00:00Z,place de la Concorde,"roi de France et de Navarre, roi des Français"
marquis de Sade,1740-06-02T00:00:00Z,Paris,1814-12-02T00:00:00Z,Saint-Maurice,
Jean-Paul II,1920-05-18T00:00:00Z,Wadowice,2005-04-02T00:00:00Z,palais du Vatican,"pape, cardinal, évêque auxiliaire, évêque catholique, évêque titulaire, Archevêque de Cracovie, archevêque catholique"
Jacques Chirac,1932-11-29T00:00:00Z,Paris,2019-09-26T00:00:00Z,Paris,"député européen, président, président de la République française, coprince d'Andorre, Premier ministre français, président de conseil général, député, maire de Paris, ministre de l'Intérieur, ministre délégué aux Relations avec le Parlement, ministre de l'Agriculture et du Développement rural, Conseiller général de la Corrèze"
Jacques-Louis David,1748-08-30T00:00:00Z,Paris,1825-12-29T00:00:00Z,Bruxelles,député de la Convention nationale
Charles Aznavour,1924-05-22T00:00:00Z,Paris,2018-10-01T00:00:00Z,Mouriès,ambassadeur d'Arménie
Q61628608,1843-01-25T00:00:00Z,,1917-01-05T00:00:00Z,,
François Mitterrand,1916-10-26T00:00:00Z,Jarnac,1996-01-08T00:00:00Z,7e arrondissement de Paris,"ministre, président de la République française, coprince d'Andorre, premier secrétaire du Parti socialiste français, président de conseil général, député, conseiller général, sénateur, garde des Sceaux, ministre de la Justice, ministre de la Justice, sénateur de la Communauté, ministre de l'Intérieur, maire de Château-Chinon (Ville)"
Jean Baudoin,1590-01-01T00:00:00Z,Pradelles,1650-01-01T00:00:00Z,Paris,fauteuil 18 de l'Académie française
Charles Percier,1764-08-22T00:00:00Z,Paris,1838-09-05T00:00:00Z,Paris,
Julie Philipault,1780-01-01T00:00:00Z,Paris,1834-01-01T00:00:00Z,Paris,
Hippolyte Ganneron,1792-05-22T00:00:00Z,Paris,1847-05-23T00:00:00Z,Paris,"vice-président, président, député de la Seine"
Achille Chaper,1795-05-05T00:00:00Z,Paris,1874-07-27T00:00:00Z,Grenoble,"député de la Côte-d'Or, préfet du Gard"
Jules Michelet,1798-08-21T00:00:00Z,Paris,1874-02-09T00:00:00Z,Hyères,
Émile Littré,1801-02-01T00:00:00Z,Paris,1881-06-02T00:00:00Z,Paris,"député, sénateur inamovible, fauteuil 17 de l'Académie française"
Alexandre Pouchkine,1799-06-06T00:00:00Z,Moscou,1837-02-10T00:00:00Z,Saint-Pétersbourg,membre de la Filikí Etería
Alexandre-Gabriel Decamps,1803-03-03T00:00:00Z,Paris,1860-08-22T00:00:00Z,Fontainebleau,
Adolphe Adam,1803-07-24T00:00:00Z,Paris,1856-05-03T00:00:00Z,Paris,
Prosper Mérimée,1803-09-28T00:00:00Z,Paris,1870-09-23T00:00:00Z,Cannes,"sénateur du Second Empire, fauteuil 25 de l'Académie française"
Eugène Sue,1804-01-26T00:00:00Z,Paris,1857-07-03T00:00:00Z,Annecy,député de la Seine
George Sanderson,1810-01-01T00:00:00Z,,,,sénateur de Pennsylvanie
Alexis de Tocqueville,1805-07-29T00:00:00Z,Paris,1859-04-16T00:00:00Z,Cannes,"président, député, ministre des Affaires étrangères, fauteuil 18 de l'Académie française"
Napoléon III,1808-04-20T00:00:00Z,Paris,1873-01-09T00:00:00Z,Chislehurst,"président de la République française, député, empereur des Français, chef du gouvernement français, grand maître de la Légion d'honneur"
Gérard de Nerval,1808-05-22T00:00:00Z,Paris,1855-01-26T00:00:00Z,Paris,
Georges Eugène Haussmann,1809-03-27T00:00:00Z,Paris,1891-01-11T00:00:00Z,Paris,"préfet, député, sous-préfet, secrétaire général, sénateur du Second Empire, conseiller de préfecture"
Alfred de Musset,1810-12-11T00:00:00Z,Paris,1857-05-02T00:00:00Z,Paris,fauteuil 10 de l'Académie française
Eugène Viollet-le-Duc,1814-01-27T00:00:00Z,Paris,1879-09-17T00:00:00Z,Lausanne,"architecte diocésain, conseiller municipal de Paris"
Eugène Labiche,1815-05-05T00:00:00Z,Paris,1888-01-22T00:00:00Z,Paris,"maire de Souvigny-en-Sologne, fauteuil 15 de l'Académie française"
Eugène Pottier,1816-10-04T00:00:00Z,Paris,1887-11-06T00:00:00Z,Paris,maire du 2e arrondissement de Paris
Charles Gounod,1818-06-17T00:00:00Z,,1893-10-18T00:00:00Z,Saint-Cloud,
Charles Baudelaire,1821-04-09T00:00:00Z,Paris,1867-08-31T00:00:00Z,Paris,
Charles Garnier,1825-11-06T00:00:00Z,Paris,1898-08-03T00:00:00Z,Paris,
Victor Frédéric Verrimst,1825-10-29T00:00:00Z,Paris,1893-01-10T00:00:00Z,Houilles,
Gustave Moreau,1826-04-06T00:00:00Z,Paris,1898-04-18T00:00:00Z,Rennes,
Lisa Cristiani,1827-01-01T00:00:00Z,Paris,1853-10-24T00:00:00Z,Novotcherkassk,
Jules de Goncourt,1830-12-17T00:00:00Z,Paris,1870-06-20T00:00:00Z,Paris,
Édouard Manet,1832-01-23T00:00:00Z,Paris,1883-04-30T00:00:00Z,8e arrondissement de Paris,
Edgar Degas,1834-07-19T00:00:00Z,Paris,1917-09-27T00:00:00Z,Paris,
Camille Saint-Saëns,1835-10-09T00:00:00Z,Paris,1921-12-16T00:00:00Z,Alger,
Saensurin,1511-01-01T00:00:00Z,Nong Khai,1582-01-01T00:00:00Z,Vientiane,"régent, Lan Xang, roi de Lan Xang"
Georges Bizet,1838-10-25T00:00:00Z,rue Louise-Émilie-de-La-Tour-d'Auvergne,1875-06-03T00:00:00Z,Bougival,
Alfred Sisley,1839-10-30T00:00:00Z,Paris,1899-01-29T00:00:00Z,Moret-sur-Loing,
Émile Zola,1840-04-02T00:00:00Z,rue Saint-Joseph,1902-09-29T00:00:00Z,Paris,président
Francesco Filippini,1853-09-18T00:00:00Z,Brescia,1895-03-06T00:00:00Z,Milan,
Nélie Jacquemart,1841-07-25T00:00:00Z,Paris,1912-05-14T00:00:00Z,Paris,
Stéphane Mallarmé,1842-03-18T00:00:00Z,Paris,1898-09-09T00:00:00Z,Fontainebleau,
Sarah Bernhardt,1844-10-22T00:00:00Z,Paris,1923-03-26T00:00:00Z,Paris,sociétaire de la Comédie-Française
Anatole France,1844-04-16T00:00:00Z,Paris,1924-10-12T00:00:00Z,manoir de la Béchellerie,"président, fauteuil 38 de l'Académie française"
Jean Casimir du Palatinat,1543-03-07T00:00:00Z,Simmern,1592-01-16T00:00:00Z,Heidelberg,régent
François Perrier,1594-01-01T00:00:00Z,Pontarlier,1649-11-02T00:00:00Z,Paris,peintre de cour
Jules Guesde,1845-11-11T00:00:00Z,Paris,1922-07-28T00:00:00Z,Saint-Mandé,député
Alexandre Millerand,1859-02-10T00:00:00Z,Paris,1943-04-06T00:00:00Z,Versailles,"président de la République française, coprince d'Andorre, député, président du Conseil, grand maître de la Légion d'honneur, sénateur, conseiller municipal de Paris"
Pierre Curie,,,,,
Henri Bergson,1859-10-18T00:00:00Z,Paris,1941-01-04T00:00:00Z,Paris,fauteuil 7 de l'Académie française
Georges Méliès,1861-12-08T00:00:00Z,Paris,1938-01-21T00:00:00Z,Paris,
Paul Signac,1863-11-11T00:00:00Z,Paris,1935-08-15T00:00:00Z,Paris,
Félix Fournery,1865-05-13T00:00:00Z,Paris,1938-02-02T00:00:00Z,Montagnac-la-Crempse,
Gaston Leroux,1948-10-01T00:00:00Z,Montréal,,,député de la Chambre des communes du Canada
André Gide,1869-11-22T00:00:00Z,Paris,1951-02-19T00:00:00Z,Paris,
Henry Février,1875-10-02T00:00:00Z,Paris,1957-07-06T00:00:00Z,Paris,
Anna de Noailles,1876-11-15T00:00:00Z,Paris,1933-04-30T00:00:00Z,Paris,
Pierre Taittinger,1887-10-04T00:00:00Z,18e arrondissement de Paris,1965-01-22T00:00:00Z,Paris,"président, député, président du conseil municipal de Paris, conseiller général de la Seine, Q62569432, maire de Saint-Georges-des-Coteaux"
Jacques Trolley de Prévaux,1888-04-02T00:00:00Z,Paris,1944-08-19T00:00:00Z,Bron,
Marcel L'Herbier,1888-04-23T00:00:00Z,Paris,1979-11-26T00:00:00Z,Paris,
Maurice Chevalier,1888-09-12T00:00:00Z,Paris,1972-01-01T00:00:00Z,Paris,
Marcel Dassault,1892-01-22T00:00:00Z,9e arrondissement de Paris,1986-04-17T00:00:00Z,Neuilly-sur-Seine,"Sénateur des Alpes-Maritimes, député"
Pierre Drieu la Rochelle,1893-01-03T00:00:00Z,10e arrondissement de Paris,1945-03-15T00:00:00Z,Paris,
Maurice Guillaudot,1893-06-28T00:00:00Z,Paris,1979-05-23T00:00:00Z,Ille-et-Vilaine,
Irène Joliot-Curie,1897-09-12T00:00:00Z,13e arrondissement de Paris,1956-03-17T00:00:00Z,5e arrondissement de Paris,"ministre, ministère de l'Enseignement supérieur et de la Recherche"
Henri Curiel,1914-09-13T00:00:00Z,Le Caire,1978-05-04T00:00:00Z,Paris,
Claude Bonnier,1897-11-04T00:00:00Z,Paris,1944-02-09T00:00:00Z,Bordeaux,
Pierre Penet,1749-01-01T00:00:00Z,,1801-01-01T00:00:00Z,,
Roger-Gérard Schwartzenberg,1943-04-17T00:00:00Z,Pau,,,"député européen, député, maire de Villeneuve-Saint-Georges"
Philippe Livry-Level,1898-06-16T00:00:00Z,Paris,1960-12-14T00:00:00Z,Paris,"Conseiller général du Calvados, député du Calvados, maire d’Audrieu"
Francis Poulenc,1899-01-07T00:00:00Z,Paris,1963-01-30T00:00:00Z,Paris,
Jean-Remy de Chestret,1739-01-01T00:00:00Z,Liège,1809-01-01T00:00:00Z,Paris,député
Emmanuel d'Astier de La Vigerie,1900-01-09T00:00:00Z,8e arrondissement de Paris,1969-06-12T00:00:00Z,15e arrondissement de Paris,député d'Ille-et-Vilaine
Jean Nohain,1900-02-16T00:00:00Z,Paris,1981-01-25T00:00:00Z,Paris,
Frédéric Joliot-Curie,1900-03-19T00:00:00Z,Paris,1958-08-14T00:00:00Z,Paris,directeur
Pierre Marie de Saint-Georges,1795-02-15T00:00:00Z,Auxerre,1870-04-28T00:00:00Z,Paris,"bâtonnier, député"
Robert Desnos,1900-07-04T00:00:00Z,Paris,1945-06-08T00:00:00Z,camp de concentration de Theresienstadt,
Alexandre Parodi,1901-06-01T00:00:00Z,Paris,1979-03-15T00:00:00Z,Paris,"ambassadeur, vice-président du Conseil d'État"
Raymond Souplex,1901-06-01T00:00:00Z,Paris,1972-11-22T00:00:00Z,18e arrondissement de Paris,
Charles Serre,1901-09-25T00:00:00Z,Paris,1954-04-01T00:00:00Z,Champagnac-de-Belair,député
Aimée Mortimer,1901-10-19T00:00:00Z,,1978-04-13T00:00:00Z,16e arrondissement de Paris,
André Malraux,1901-11-03T00:00:00Z,Marseille,1976-11-23T00:00:00Z,Créteil,"ministre d'État, ministre de la Culture"
André Gillois,1902-02-08T00:00:00Z,9e arrondissement de Paris,2004-06-18T00:00:00Z,Paris,
Marcel Rochas,1902-02-24T00:00:00Z,11e arrondissement de Paris,1955-03-14T00:00:00Z,Paris,
Jean Marcillac,1902-10-16T00:00:00Z,1er arrondissement de Paris,1996-08-14T00:00:00Z,Vernon,
Jane Sourza,1902-12-01T00:00:00Z,18e arrondissement de Paris,1969-06-03T00:00:00Z,Paris,
Gilbert Grandval,1904-02-12T00:00:00Z,Paris,1981-11-29T00:00:00Z,Paris,"ambassadeur, ministre du Travail, Résident général de France au Maroc"
Jules de Koenigswarter,1904-03-07T00:00:00Z,Paris,1995-02-15T00:00:00Z,Malaga,"ambassadeur de France en Indonésie, ambassadeur de France au Pérou"
André Bergeret,1904-04-15T00:00:00Z,Paris,1966-12-26T00:00:00Z,Paris,
Paul Chenailler,1904-05-06T00:00:00Z,Paris,1960-06-18T00:00:00Z,Quéven,
Jean-Gabin Moubeke,1982-03-03T00:00:00Z,Abidjan,,,
Pierre-Olivier Lapie,1901-04-02T00:00:00Z,Rennes,1994-03-10T00:00:00Z,Paris,"député européen, député, suppléant de l'Assemblée parlementaire du Conseil de l'Europe"
Roger Féral,1904-10-19T00:00:00Z,,1964-10-05T00:00:00Z,,
Jan Doornik,1905-06-26T00:00:00Z,Paris,1941-08-29T00:00:00Z,forteresse du Mont-Valérien,
René Dary,1905-07-18T00:00:00Z,6e arrondissement de Paris,1974-10-06T00:00:00Z,Plan-de-Cuques,
Jacques Renouvin,1905-10-06T00:00:00Z,Paris,1944-01-24T00:00:00Z,Mauthausen,
Maurice Claisse,1905-12-14T00:00:00Z,Paris,1986-09-14T00:00:00Z,Neuilly-sur-Seine,
Pierre Brasseur,1963-03-02T00:00:00Z,,,,"maire de Geville, conseiller municipal de Geville, conseiller communautaire des Côtes de Meuse Woëvre"
Pierre Billotte,1906-03-08T00:00:00Z,Paris,1992-06-29T00:00:00Z,Boulogne-Billancourt,"ministre d'État, député, ministre des Outre-mer, député de la Côte-d'Or, maire de Créteil"
Jean Rosenthal,1906-09-05T00:00:00Z,1er arrondissement de Paris,1993-08-02T00:00:00Z,Garches,
René de Naurois,1906-11-24T00:00:00Z,Paris,2006-01-12T00:00:00Z,,
Pierre Mendès France,1907-01-11T00:00:00Z,Paris,1982-10-18T00:00:00Z,Paris,"député, président du Conseil, ministre des Affaires étrangères, maire de Louviers"
Pierre Lazareff,1907-04-16T00:00:00Z,9e arrondissement de Paris,1972-04-24T00:00:00Z,Neuilly-sur-Seine,
Bernard Dupérier,1907-06-13T00:00:00Z,Paris,1995-06-08T00:00:00Z,Paris,député
Adolphe Diagne,1907-10-17T00:00:00Z,Paris,1985-02-28T00:00:00Z,,
Simone de Beauvoir,1908-01-09T00:00:00Z,Paris,1986-04-14T00:00:00Z,Paris,
Jacques Bingen,1908-03-16T00:00:00Z,16e arrondissement de Paris,1944-05-12T00:00:00Z,Clermont-Ferrand,
Pierre Louis Moreau de Maupertuis,1698-07-17T00:00:00Z,Saint-Malo,1759-07-27T00:00:00Z,Bâle,"président, fauteuil 8 de l'Académie française"
Alfred Dreyfus,1859-10-09T00:00:00Z,Mulhouse,1935-07-12T00:00:00Z,Paris,
Raymond Massiet,1908-07-01T00:00:00Z,Paris,1995-12-27T00:00:00Z,,
René Poyen,1908-10-05T00:00:00Z,20e arrondissement de Paris,1968-02-04T00:00:00Z,10e arrondissement de Paris,
Françoise Dolto,1908-11-06T00:00:00Z,16e arrondissement de Paris,1988-08-25T00:00:00Z,5e arrondissement de Paris,
Ray Ramsey,1921-07-18T00:00:00Z,Springfield,2009-08-25T00:00:00Z,Springfield,
Simone Weil,1909-02-03T00:00:00Z,Paris,1943-08-24T00:00:00Z,Ashford,
Marcel Carné,1906-08-18T00:00:00Z,Paris,1996-10-31T00:00:00Z,Clamart,
Claude Bourdet,1909-10-28T00:00:00Z,Paris,1996-03-20T00:00:00Z,Paris,
Juan Carlos Ier d'Espagne,1938-01-05T00:00:00Z,Rome,,,"Prince d'Espagne, Q58637583"
José España y Puerta,1819-02-04T00:00:00Z,Soto en Cameros,1889-08-10T00:00:00Z,Madrid,"député espagnol, sénateur d'Espagne"
Geoffroy Frotier de Bagneux,1909-12-29T00:00:00Z,Paris,1973-10-14T00:00:00Z,Fontainebleau,
Claude Darget,1910-01-26T00:00:00Z,Paris,1992-03-26T00:00:00Z,Antony,
Philippe Roques,1910-02-07T00:00:00Z,Paris,1943-02-07T00:00:00Z,Perpignan,
Jean Volvey,1910-06-15T00:00:00Z,Paris,1994-05-25T00:00:00Z,Le Cannet,
Paulette Dubost,1910-10-08T00:00:00Z,Paris,2011-09-21T00:00:00Z,Longjumeau,
Augustin Jordan,1910-12-10T00:00:00Z,Paris,2004-03-24T00:00:00Z,Saint-Léger-sous-Beuvray,"ambassadeur de France en Autriche, ambassadeur de France en Pologne"
Pierre Rougeyron,1817-04-01T00:00:00Z,Clermont-Ferrand,1902-11-15T00:00:00Z,Balade (Nouvelle-Calédonie),vicaire apostolique
François Binoche,1911-03-23T00:00:00Z,Paris,1997-05-18T00:00:00Z,Nice,
André Dewavrin,1911-06-09T00:00:00Z,16e arrondissement de Paris,1998-12-20T00:00:00Z,Paris,directeur
Maurice Schumann,1911-04-10T00:00:00Z,16e arrondissement de Paris,1998-02-09T00:00:00Z,Paris,"président, député, sénateur, ministre des Affaires étrangères, représentant de l'Assemblée parlementaire du Conseil de l'Europe, fauteuil 13 de l'Académie française"
André Postel-Vinay,1911-06-04T00:00:00Z,Paris,2007-02-11T00:00:00Z,,
Jacques Florentin,1945-12-18T00:00:00Z,,,,"maire de Lanfroicourt, conseiller municipal de Lanfroicourt, conseiller communautaire de Seille et Grand Couronné"
Alexandre Ginsburg,1936-11-21T00:00:00Z,Moscou,2002-07-19T00:00:00Z,Paris,
