nom,dateOfBirth,placeOfBirthLabel,dateOfDeath,placeOfDeathLabel,positions
Jules Ferry,1832-04-05T00:00:00Z,Saint-Dié-des-Vosges,1893-03-17T00:00:00Z,Paris,"député, président du Conseil, maire de Paris, ministre des Affaires étrangères, sénateur, ambassadeur de France en Grèce, ministre de l'Instruction publique et des Beaux-arts"
Guy de Maupassant,1850-08-05T00:00:00Z,Tourville-sur-Arques,1893-07-06T00:00:00Z,Passy,
Jules Lagneau,1851-08-08T00:00:00Z,Metz,1894-04-22T00:00:00Z,14e arrondissement de Paris,
Paul Verlaine,1844-03-30T00:00:00Z,Metz,1896-01-08T00:00:00Z,Paris,
Jules Simon,1814-12-31T00:00:00Z,Lorient,1896-06-08T00:00:00Z,Paris,"député, président du Conseil, sénateur inamovible, sénateur, fauteuil 8 de l'Académie française"
Alphonse Daudet,1840-05-13T00:00:00Z,Nîmes,1897-12-16T00:00:00Z,Paris,
Joseph Bertrand,1822-03-11T00:00:00Z,Paris,1900-04-03T00:00:00Z,Paris,fauteuil 40 de l'Académie française
Alexandre Falguière,1831-09-07T00:00:00Z,Toulouse,1900-04-19T00:00:00Z,Paris,
Alphonse Milne-Edwards,1835-10-13T00:00:00Z,Paris,1900-04-21T00:00:00Z,Paris,Directeur du Muséum national d'histoire naturelle
Edwards Pierrepont,1817-03-04T00:00:00Z,New York,1892-03-06T00:00:00Z,New York,"ambassadeur, procureur général des États-Unis"
Oscar Underwood,1862-05-06T00:00:00Z,Louisville,1929-01-25T00:00:00Z,Woodlawn,"sénateur des États-Unis, représentant des États-Unis"
Ignace Hoff,1836-07-20T00:00:00Z,Marmoutier,1902-05-29T00:00:00Z,Paris,
Louis Bizarelli,1836-01-25T00:00:00Z,Saint-Florent,1902-06-19T00:00:00Z,Paris,"député, sénateur"
Jean-Baptiste Clément Dulac,1805-11-26T00:00:00Z,Pointe-à-Pitre,1889-04-05T00:00:00Z,Tours,député
Bernard Lazare,1865-06-14T00:00:00Z,Nîmes,1903-09-01T00:00:00Z,Paris,
Joseph Fayard,1816-04-02T00:00:00Z,Metz,1908-01-28T00:00:00Z,Paris,"sénateur, maire de Chabeuil"
Nadarajah Raviraj,1962-06-25T00:00:00Z,Sri Lanka,2006-11-10T00:00:00Z,Sri Lanka,"Maire de Jaffna, parlementaire du Sri Lanka"
Henri Poincaré,1854-04-29T00:00:00Z,Nancy,1912-07-17T00:00:00Z,Paris,"président, fauteuil 24 de l'Académie française"
Jean Jaurès,1859-09-03T00:00:00Z,Castres,1914-07-31T00:00:00Z,Paris,"président, député"
Odilon Redon,1840-04-20T00:00:00Z,Bordeaux,1916-07-06T00:00:00Z,Paris,
Amédée Bollée,1844-01-11T00:00:00Z,quartier Bollée-Sainte-Croix,1917-01-20T00:00:00Z,Paris,
Jules Lachelier,1832-05-27T00:00:00Z,Fontainebleau,1918-01-26T00:00:00Z,Paris,
Guillaume Apollinaire,1880-08-26T00:00:00Z,Rome,1918-11-09T00:00:00Z,Paris,
Jeanne Hébuterne,1898-04-06T00:00:00Z,Meaux,1920-01-26T00:00:00Z,Paris,
Hortense Schneider,1833-04-30T00:00:00Z,Bordeaux,1920-05-06T00:00:00Z,Paris,
Paul Deschanel,1855-02-13T00:00:00Z,Schaerbeek,1922-04-28T00:00:00Z,Paris,"président de la République française, coprince d'Andorre, député, sénateur, fauteuil 19 de l'Académie française"
Raymond Radiguet,1903-06-18T00:00:00Z,Saint-Maur-des-Fossés,1923-12-12T00:00:00Z,Paris,
Gustave Eiffel,1832-12-15T00:00:00Z,Dijon,1923-12-27T00:00:00Z,Paris,
Gabriel Faure,1958-12-03T00:00:00Z,,,,"maire de Suzan, conseiller municipal de Suzan, conseiller communautaire de Couserans-Pyrénées"
Jules César,-0099-07-01T00:00:00Z,Rome,-0043-03-13T00:00:00Z,théâtre de Pompée,"consul, questeur, édile, dictateur, sénateur romain"
Theophile Boucher,1802-03-13T00:00:00Z,Sélestat,1871-12-20T00:00:00Z,Édimbourg,
Erik Satie,1866-05-17T00:00:00Z,Honfleur,1925-07-01T00:00:00Z,Paris,
Max Linder,1883-12-16T00:00:00Z,Saint-Loubès,1925-10-31T00:00:00Z,Paris,
Georges Clemenceau,1841-09-28T00:00:00Z,Mouilleron-en-Pareds,1929-11-24T00:00:00Z,Paris,"député, maire d'arrondissement, président du Conseil, ministre de la Guerre, sénateur, fauteuil 3 de l'Académie française"
Aristide Briand,1862-03-28T00:00:00Z,Nantes,1932-03-07T00:00:00Z,Paris,"député, président du Conseil"
Paul Doumer,1857-03-22T00:00:00Z,Aurillac,1932-05-07T00:00:00Z,Paris,"président de la République française, député, conseiller général, sénateur"
René Bazin,1853-12-26T00:00:00Z,Angers,1932-07-20T00:00:00Z,Paris,fauteuil 30 de l'Académie française
Louis Lépine,1846-08-06T00:00:00Z,Lyon,1933-11-09T00:00:00Z,Paris,"député, sous-préfet, préfet de police de Paris"
Raymond Poincaré,1860-08-20T00:00:00Z,Bar-le-Duc,1934-10-15T00:00:00Z,Paris,"président de la République française, coprince d'Andorre, bâtonnier, Premier ministre français, député, président du Conseil, conseiller général, sénateur, ministre de l'Éducation nationale, ministre de l'Économie, des Finances et de l'Industrie, fauteuil 34 de l'Académie française"
Fulgence Bienvenüe,1852-01-27T00:00:00Z,Uzel,1936-08-03T00:00:00Z,Paris,
Edmond Huet,1827-02-06T00:00:00Z,,1906-11-12T00:00:00Z,7e arrondissement de Paris,
Henri Delacroix,1873-12-02T00:00:00Z,Paris,1937-12-03T00:00:00Z,Paris,doyen
Maurice Ravel,1875-03-07T00:00:00Z,Ciboure,1937-12-28T00:00:00Z,Paris,
Lucie Manvel,1863-05-01T00:00:00Z,Marseille,1943-11-03T00:00:00Z,Paris,
Albert Marquet,1875-03-27T00:00:00Z,Bordeaux,1947-06-14T00:00:00Z,Paris,
Tristan Bernard,1866-09-07T00:00:00Z,Besançon,1947-12-07T00:00:00Z,Paris,
Albert Lebrun,1871-08-29T00:00:00Z,Mercy-le-Haut,1950-03-06T00:00:00Z,16e arrondissement de Paris,"ministre, président de la République française, coprince d'Andorre, député, Président du Sénat français, ministre de la Guerre, sénateur, ministre des Colonies"
Jules Berry,1883-02-09T00:00:00Z,Poitiers,1951-04-23T00:00:00Z,Paris,
Jean Camille Cipra,1893-04-16T00:00:00Z,Plzeň,1952-01-01T00:00:00Z,Paris,
Arthur Honegger,1924-09-27T00:00:00Z,Saint-Gall,2017-08-15T00:00:00Z,Nesslau,rédacteur en chef
Curnonsky,1872-10-12T00:00:00Z,Angers,1956-07-22T00:00:00Z,Paris,
Sacha Guitry,1885-02-21T00:00:00Z,Saint-Pétersbourg,1957-07-24T00:00:00Z,Paris,
Marcelle Meyer,1897-05-22T00:00:00Z,Lille,1958-11-17T00:00:00Z,15e arrondissement de Paris,
Boris Vian,1920-03-10T00:00:00Z,Ville-d'Avray,1959-06-22T00:00:00Z,Paris,Satrape du Collège de 'Pataphysique
Gérard Philipe,1922-12-04T00:00:00Z,Cannes,1959-11-25T00:00:00Z,Paris,
Henri Vidal,1925-08-27T00:00:00Z,,2012-03-06T00:00:00Z,,secrétaire perpétuel
Mado Robin,1918-12-29T00:00:00Z,Yzeures-sur-Creuse,1960-12-10T00:00:00Z,Paris,
Gaston Bachelard,1884-06-27T00:00:00Z,Bar-sur-Aube,1962-10-16T00:00:00Z,Paris,
Robert Arnoux,1899-10-23T00:00:00Z,Lille,1964-03-13T00:00:00Z,Paris,
Jacques Audiberti,1899-03-25T00:00:00Z,Antibes,1965-07-09T00:00:00Z,5e arrondissement de Paris,
Vincent Auriol,1884-08-27T00:00:00Z,Revel,1966-01-01T00:00:00Z,Paris,"président, président de la République française, coprince d'Andorre, député, garde des Sceaux, ministre de la Justice, ministre des Finances, maire de Muret"
Patricia Viterbo,1939-03-21T00:00:00Z,Le Vésinet,1966-11-10T00:00:00Z,Paris,
Alphonse Juin,1888-12-16T00:00:00Z,Annaba,1967-01-27T00:00:00Z,Paris,
Marcel Aymé,1902-03-29T00:00:00Z,Joigny,1967-10-14T00:00:00Z,Paris,
Julien Duvivier,1896-10-03T00:00:00Z,Lille,1967-10-29T00:00:00Z,Paris,
Cassandre de Macédoine,-0354-01-01T00:00:00Z,,-0296-01-01T00:00:00Z,royaume de Macédoine,roi de Macédoine
Mariano Ospina Pérez,1891-11-24T00:00:00Z,Cali,1976-04-14T00:00:00Z,Bogota,président de Colombie
Bourvil,1917-07-25T00:00:00Z,Seine-Maritime,1970-09-23T00:00:00Z,Paris,
Fernandel,1903-05-08T00:00:00Z,Marseille,1971-02-26T00:00:00Z,Paris,
Curley Jim Morrison,2000-01-01T00:00:00Z,,,,
Lucien Raimbourg,1903-09-14T00:00:00Z,Villeneuve-Saint-Georges,1973-02-20T00:00:00Z,Paris,
Georges Pompidou,1911-07-05T00:00:00Z,Montboudif,1974-04-02T00:00:00Z,Paris,"président de la République française, Premier ministre français, député"
Marcel Pagnol,1895-02-28T00:00:00Z,Aubagne,1974-04-18T00:00:00Z,Paris,"président, président du jury du festival de Cannes, fauteuil 25 de l'Académie française"
Pierre Daccache,1928-01-01T00:00:00Z,,,,membre du parlement libanais
Joséphine Baker,1906-06-03T00:00:00Z,Saint-Louis,1975-04-12T00:00:00Z,hôpital de la Salpêtrière,
Mike Brant,1947-02-01T00:00:00Z,Famagouste,1975-04-25T00:00:00Z,Paris,
Guy Mollet,1905-12-31T00:00:00Z,Flers,1975-10-03T00:00:00Z,Paris,"président, député, président du Conseil, conseiller général, secrétaire général, sénateur de la Communauté, président de l'Assemblée parlementaire du Conseil de l'Europe, maire d'Arras, représentant de l'Assemblée parlementaire du Conseil de l'Europe"
Raymond Queneau,1903-02-21T00:00:00Z,Le Havre,1976-10-25T00:00:00Z,Paris,
Maria Callas,1923-12-02T00:00:00Z,Manhattan,1977-09-16T00:00:00Z,Paris,
Pierre Collet,1914-03-10T00:00:00Z,Montrouge,1977-10-30T00:00:00Z,18e arrondissement de Paris,
Jacques Grello,1915-04-28T00:00:00Z,Saint-Ouen-sur-Seine,1978-03-08T00:00:00Z,10e arrondissement de Paris,
Claude François Chauveau-Lagarde,1756-01-21T00:00:00Z,Chartres,1841-02-20T00:00:00Z,Paris,"bâtonnier, avocat aux conseils, Conseiller à la Cour de cassation"
Jacques Mesrine,1936-12-28T00:00:00Z,Clichy,1979-11-02T00:00:00Z,18e arrondissement de Paris,
Romy Schneider,1938-09-23T00:00:00Z,Vienne,1982-05-29T00:00:00Z,Paris,
Patrick Dewaere,1947-01-26T00:00:00Z,Saint-Brieuc,1982-07-16T00:00:00Z,Paris,
Jean Girault,1825-10-11T00:00:00Z,Saint-Amand-Montrond,1909-04-16T00:00:00Z,Bruère-Allichamps,"député, sénateur"
Jacques Tati,1907-10-09T00:00:00Z,Le Pecq,1982-11-04T00:00:00Z,Paris,
Suzanne Belperron,1900-09-26T00:00:00Z,Saint-Claude,1983-03-26T00:00:00Z,Paris,
Denise Glaser,1920-11-30T00:00:00Z,Arras,1983-06-07T00:00:00Z,Paris,
Roger Couderc,1918-07-12T00:00:00Z,Souillac,1984-02-25T00:00:00Z,Lyon,
Jacques Monod,1910-02-09T00:00:00Z,Paris,1976-05-31T00:00:00Z,Cannes,directeur
Wallis Simpson,1896-01-01T00:00:00Z,Baltimore,1986-01-01T00:00:00Z,Paris,
Robert Dalban,1903-07-19T00:00:00Z,Celles-sur-Belle,1987-04-03T00:00:00Z,Paris,
Dalila Di Lazzaro,1953-01-29T00:00:00Z,Udine,,,
Pierre Desproges,1939-05-09T00:00:00Z,Pantin,1988-04-18T00:00:00Z,Paris,
Guy Larocherie,1954-11-20T00:00:00Z,,,,"maire de Barges, conseiller municipal de Barges, conseiller communautaire des Hauts du val de Saône"
Alice Sapritch,1916-07-29T00:00:00Z,Constantinople,1990-03-24T00:00:00Z,Paris,
Jacques Demy,1931-06-05T00:00:00Z,Pontchâteau,1990-10-27T00:00:00Z,Paris,
Raymond Oliver,1909-03-27T00:00:00Z,Langon,1990-11-05T00:00:00Z,7e arrondissement de Paris,
Jacqueline Maillan,1923-01-11T00:00:00Z,Paray-le-Monial,1992-05-12T00:00:00Z,Paris,
Arletty,1898-05-15T00:00:00Z,Courbevoie,1992-07-23T00:00:00Z,Paris,
René Pleven,1901-04-15T00:00:00Z,Rennes,1993-01-13T00:00:00Z,Paris,"député européen, député, président du Conseil, conseiller général, conseiller régional, garde des Sceaux, ministre de la Justice, ministre de l'Économie, des Finances et de l'Industrie, ministre des Affaires étrangères"
Pierre Desgraupes,1918-12-18T00:00:00Z,Angoulême,1993-08-17T00:00:00Z,Paris,
Luc Peire,1916-07-07T00:00:00Z,Bruges,1994-04-07T00:00:00Z,Paris,
Pierre Sabbagh,1918-07-18T00:00:00Z,Lannion,1994-09-30T00:00:00Z,Paris,
Léon Zitrone,1914-11-25T00:00:00Z,Saint-Pétersbourg,1995-11-25T00:00:00Z,Levallois-Perret,
François Mitterrand,1916-10-26T00:00:00Z,Jarnac,1996-01-08T00:00:00Z,7e arrondissement de Paris,"ministre, président de la République française, coprince d'Andorre, premier secrétaire du Parti socialiste français, président de conseil général, député, conseiller général, sénateur, garde des Sceaux, ministre de la Justice, ministre de la Justice, sénateur de la Communauté, ministre de l'Intérieur, maire de Château-Chinon (Ville)"
Denise Grey,1896-09-17T00:00:00Z,Châtillon,1996-01-13T00:00:00Z,Paris,
Marguerite Duras,1914-04-04T00:00:00Z,Q2681546,1996-03-03T00:00:00Z,Paris,
Marcello Mastroianni,1924-09-28T00:00:00Z,Fontana Liri,1996-12-19T00:00:00Z,Paris,
Robert Chapatte,1921-10-14T00:00:00Z,Neuilly-sur-Seine,1997-01-19T00:00:00Z,Paris,
Paul Préboist,1927-02-21T00:00:00Z,Marseille,1997-03-04T00:00:00Z,Paris,
Lady Diana Beauclerk,1734-03-24T00:00:00Z,Grande-Bretagne,1808-08-01T00:00:00Z,,Lady of the Bedchamber
Diana de Vere,1679-01-01T00:00:00Z,,1742-01-15T00:00:00Z,château de Windsor,Lady of the Bedchamber
Georges Marchais,1920-06-07T00:00:00Z,La Hoguette,1997-11-16T00:00:00Z,Paris,"député européen, député"
Haroun Tazieff,1914-05-11T00:00:00Z,Varsovie,1998-02-02T00:00:00Z,Paris,secrétaire d'État
Stéphane Sirkis,1959-06-22T00:00:00Z,Antony,1999-02-27T00:00:00Z,Paris,
Élie Kakou,1960-01-12T00:00:00Z,Nabeul,1999-06-10T00:00:00Z,Paris,
Alain Gillot,1927-03-21T00:00:00Z,Fougères,,,député européen
Petre P. Carp,1837-06-29T00:00:00Z,Iași,1919-06-19T00:00:00Z,Țibănești,"Premier ministre de Roumanie, député roumain, sénateur roumain, ministre des Affaires étrangères, Q64691471"
Claude Sautet,1924-02-23T00:00:00Z,Montrouge,2000-07-22T00:00:00Z,Paris,
Louis Leprince-Ringuet,1901-03-27T00:00:00Z,Alès,2000-12-23T00:00:00Z,Paris,"président, fauteuil 35 de l'Académie française"
Nicolas-Jean-Baptiste Raguenet,1715-01-01T00:00:00Z,Paris,1793-04-17T00:00:00Z,Gentilly,
Philippe Léotard,1940-08-28T00:00:00Z,Nice,2001-08-25T00:00:00Z,Paris,
Gilbert Bécaud,1927-10-24T00:00:00Z,Toulon,2001-12-18T00:00:00Z,Paris,
Yves Robert,,,,,directeur
Daniel Gélin,1921-05-19T00:00:00Z,Angers,2002-11-29T00:00:00Z,Paris,
Sophie Daumier,1934-11-24T00:00:00Z,Boulogne-sur-Mer,2003-12-31T00:00:00Z,Paris,
Ticky Holgado,1944-06-24T00:00:00Z,Toulouse,2004-01-22T00:00:00Z,Paris,
Claude Nougaro,1929-09-09T00:00:00Z,Toulouse,2004-03-04T00:00:00Z,Paris,
Karen Lancaume,1973-01-19T00:00:00Z,Lyon,2005-01-28T00:00:00Z,Paris,
Simone Simons,1985-01-17T00:00:00Z,Hoensbroek,,,
Suzanne Flon,1918-01-28T00:00:00Z,Le Kremlin-Bicêtre,2005-06-15T00:00:00Z,Paris,
Philippe Noiret,1930-10-01T00:00:00Z,Lille,2006-11-23T00:00:00Z,Paris,
Abbé Pierre,1912-08-05T00:00:00Z,Lyon,2007-01-22T00:00:00Z,Paris,député
Raymond Marcillac,1917-04-11T00:00:00Z,Levallois-Perret,2007-04-13T00:00:00Z,Paris,
Raymond Barre,1924-04-12T00:00:00Z,Saint-Denis,2007-08-25T00:00:00Z,Paris,"Premier ministre français, commissaire européen aux affaires économiques et monétaires, député, ministre de l'Économie, des Finances et de l'Industrie, maire de Lyon"
Henri Salvador,1917-07-18T00:00:00Z,Cayenne,2008-02-13T00:00:00Z,1er arrondissement de Paris,
Yves Saint Laurent,1936-08-01T00:00:00Z,Oran,2008-06-01T00:00:00Z,Paris,
Filip Nikolic,1974-09-01T00:00:00Z,Saint-Ouen-sur-Seine,2009-09-16T00:00:00Z,Paris,
Kalthoum Sarraï,1962-09-25T00:00:00Z,Tunis,2010-01-19T00:00:00Z,Paris,
Bernard Giraudeau,1947-06-16T00:00:00Z,La Rochelle,2010-07-17T00:00:00Z,Paris,
Bruno Cremer,1929-10-06T00:00:00Z,Saint-Mandé,2010-08-07T00:00:00Z,Paris,
Pierre Paul Rubens,1577-07-08T00:00:00Z,Siegen,1640-05-30T00:00:00Z,Anvers,peintre de cour
Pierre Dumayet,1923-02-24T00:00:00Z,Houdan,2011-11-17T00:00:00Z,Paris,président
Éric Charden,1942-10-15T00:00:00Z,Hải Phòng,2012-04-29T00:00:00Z,10e arrondissement de Paris,
Thierry Roland,1937-08-04T00:00:00Z,Boulogne-Billancourt,2012-06-16T00:00:00Z,Paris,
Christian Marin,1929-02-08T00:00:00Z,Lyon,2012-09-05T00:00:00Z,Paris,
Jacques-Antoine Moerenhout,1796-03-10T00:00:00Z,Ekeren,1879-07-11T00:00:00Z,Los Angeles,Consul général de France à San Francisco
Pierre Mondy,1925-02-10T00:00:00Z,Neuilly-sur-Seine,2012-09-15T00:00:00Z,Paris,
Frank Alamo,1941-10-12T00:00:00Z,Paris,2012-10-11T00:00:00Z,Paris,
Georges Lautner,1926-01-24T00:00:00Z,Nice,2013-11-22T00:00:00Z,Paris,
Édouard Molinaro,1928-05-13T00:00:00Z,Bordeaux,2013-12-07T00:00:00Z,Paris,
Bernard Dupuy,1925-08-21T00:00:00Z,Paris,2014-10-03T00:00:00Z,Paris,
Mansour Hobeika,1941-12-20T00:00:00Z,Baalbek,2014-10-28T00:00:00Z,Paris,"évêque catholique, évêque diocésain"
Jacques Chancel,1928-07-02T00:00:00Z,Ayzac-Ost,2014-12-23T00:00:00Z,16e arrondissement de Paris,
Roger Hanin,1925-10-20T00:00:00Z,Alger,2015-02-11T00:00:00Z,15e arrondissement de Paris,
Danièle Delorme,1926-10-09T00:00:00Z,Levallois-Perret,2015-10-17T00:00:00Z,Paris,
Michel Galabru,1922-10-27T00:00:00Z,Safi,2016-01-04T00:00:00Z,Paris,
Alain Decaux,1925-07-23T00:00:00Z,Lille,2016-03-27T00:00:00Z,hôpital européen Georges-Pompidou,"président, ministre délégué, fauteuil 9 de l'Académie française"
Michel Rocard,1930-08-23T00:00:00Z,Courbevoie,2016-07-02T00:00:00Z,hôpital de la Salpêtrière,"député européen, Premier ministre français, député, sénateur, ministre de l'Agriculture, ambassadeur français, maire de Conflans-Sainte-Honorine"
David Hamilton,1950-10-24T00:00:00Z,Dalkeith,,,"membre du 55e Parlement du Royaume-Uni, membre du 54e Parlement du Royaume-Uni, membre du 53e Parlement du Royaume-Uni"
Simone Veil,1927-07-13T00:00:00Z,Nice,2017-06-30T00:00:00Z,7e arrondissement de Paris,"député européen, Président du Parlement européen, ministre de la Santé, secrétaire général, membre du Conseil constitutionnel, fauteuil 13 de l'Académie française"
Mireille Darc,1938-05-15T00:00:00Z,Toulon,2017-08-27T00:00:00Z,Paris,
Philippe Gildas,1935-11-12T00:00:00Z,Auray,2018-10-28T00:00:00Z,Paris,rédacteur en chef
Marie Curie,1867-11-07T00:00:00Z,Varsovie,1934-07-04T00:00:00Z,Sancellemoz,
Louis de Funès,1914-07-31T00:00:00Z,Courbevoie,1983-01-27T00:00:00Z,Nantes,
Olivia de Havilland,1916-07-01T00:00:00Z,Tokyo,,,président du jury du festival de Cannes
Yves Montand,1921-10-13T00:00:00Z,Monsummano Terme,1991-11-09T00:00:00Z,Senlis,président du jury du festival de Cannes
Georges Brassens,1921-10-22T00:00:00Z,Sète,1981-10-29T00:00:00Z,Saint-Gély-du-Fesc,
Henri Génès,1919-07-02T00:00:00Z,Tarbes,2005-08-18T00:00:00Z,Paris,
David Feuerwerker,1912-10-02T00:00:00Z,Genève,1980-06-20T00:00:00Z,Montréal,grand-rabbin
